filename,category,word_count,has_specific_data,has_unique_content,template_phrases_count,duplicate_conclusions,grade,notes
fraxel-laser-non-ablative.html,cosmetic-dermatology/lasers,331,Y,N,3,Y,FAIL,Generic/non-unique content; Too many template phrases (3); Multiple conclusion headings
genius-rf-microneedling-intelligent-skin-remodeling.html,cosmetic-dermatology/lasers,856,Y,N,0,N,FAIL,Generic/non-unique content
index.html,cosmetic-dermatology/lasers,1649,Y,N,0,N,FAIL,Generic/non-unique content
ipl-for-rosacea-reducing-facial-redness.html,cosmetic-dermatology/lasers,851,Y,N,0,N,FAIL,Generic/non-unique content
ipl-hair-removal-vs-laser-which-is-more-effective.html,cosmetic-dermatology/lasers,886,Y,N,0,N,FAIL,Generic/non-unique content
ipl-photofacial-brown-spots-and-sun-damage-treatment.html,cosmetic-dermatology/lasers,834,Y,N,0,N,FAIL,Generic/non-unique content
ipl-photofacial-treatment.html,cosmetic-dermatology/lasers,284,Y,N,2,Y,FAIL,Too short (< 300 words)
ipl-vs-laser-understanding-the-key-differences.html,cosmetic-dermatology/lasers,849,Y,N,0,N,FAIL,Generic/non-unique content
kybella-deoxycholic-acid.html,cosmetic-dermatology/lasers,388,Y,N,2,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
laser-acne-scars-treatment.html,cosmetic-dermatology/lasers,428,Y,N,0,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
laser-hair-removal-all-skin-types.html,cosmetic-dermatology/lasers,423,Y,N,3,Y,FAIL,Generic/non-unique content; Too many template phrases (3); Multiple conclusion headings
laser-hair-removal-complete-patient-guide.html,cosmetic-dermatology/lasers,856,Y,N,0,N,FAIL,Generic/non-unique content
laser-hair-removal-dark-skin.html,cosmetic-dermatology/lasers,520,Y,N,2,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
laser-hair-removal-for-dark-skin-safe-treatment-options.html,cosmetic-dermatology/lasers,899,Y,N,0,N,FAIL,Generic/non-unique content
laser-hair-removal-side-effects-and-aftercare.html,cosmetic-dermatology/lasers,918,Y,N,0,N,FAIL,Generic/non-unique content
laser-safety-in-dermatology-what-patients-should-know.html,cosmetic-dermatology/lasers,866,Y,N,0,N,FAIL,Generic/non-unique content
laser-safety-side-effects.html,cosmetic-dermatology/lasers,533,Y,N,4,Y,FAIL,Generic/non-unique content; Too many template phrases (4); Multiple conclusion headings
laser-skin-resurfacing-cost-guide-what-to-budget.html,cosmetic-dermatology/lasers,882,Y,N,0,N,FAIL,Generic/non-unique content
laser-stretch-marks-treatment.html,cosmetic-dermatology/lasers,456,Y,N,3,Y,FAIL,Generic/non-unique content; Too many template phrases (3); Multiple conclusion headings
laser-tattoo-removal-guide.html,cosmetic-dermatology/lasers,487,Y,N,3,Y,FAIL,Generic/non-unique content; Too many template phrases (3); Multiple conclusion headings
led-light-therapy-skin.html,cosmetic-dermatology/lasers,416,Y,N,1,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
morpheus8-rf-microneedling-for-skin-tightening.html,cosmetic-dermatology/lasers,826,Y,N,0,N,FAIL,Generic/non-unique content
morpheus8-rf-microneedling.html,cosmetic-dermatology/lasers,337,Y,N,0,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
nd-yag-laser-dermatology.html,cosmetic-dermatology/lasers,331,Y,N,1,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
ndyag-laser-deep-skin-treatment-applications.html,cosmetic-dermatology/lasers,819,Y,N,0,N,FAIL,Generic/non-unique content
pico-laser-picosecond-technology-for-skin.html,cosmetic-dermatology/lasers,835,Y,N,0,N,FAIL,Generic/non-unique content
picosure-picosecond-laser.html,cosmetic-dermatology/lasers,360,Y,N,1,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
picosure-tattoo-removal-fast-ink-clearance-technology.html,cosmetic-dermatology/lasers,849,Y,N,0,N,FAIL,Generic/non-unique content
picoway-laser.html,cosmetic-dermatology/lasers,359,Y,N,3,Y,FAIL,Generic/non-unique content; Too many template phrases (3); Multiple conclusion headings
q-switched-laser-tattoo-removal-how-it-works.html,cosmetic-dermatology/lasers,873,Y,N,0,N,FAIL,Generic/non-unique content
q-switched-lasers-pigment-removal.html,cosmetic-dermatology/lasers,310,Y,N,2,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
r20-method-multiple-passes-for-faster-tattoo-removal.html,cosmetic-dermatology/lasers,837,Y,N,0,N,FAIL,Generic/non-unique content
radiofrequency-microneedling-overview.html,cosmetic-dermatology/lasers,362,Y,N,1,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
secret-rf-microneedling.html,cosmetic-dermatology/lasers,351,Y,N,1,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
sofwave-ultrasound-technology-for-wrinkle-reduction.html,cosmetic-dermatology/lasers,826,Y,N,0,N,FAIL,Generic/non-unique content
tattoo-removal-session-by-session-expectations.html,cosmetic-dermatology/lasers,833,Y,N,0,N,FAIL,Generic/non-unique content
thermage-flx-radiofrequency-skin-tightening.html,cosmetic-dermatology/lasers,834,Y,N,0,N,FAIL,Generic/non-unique content
thermage-rf-skin-tightening.html,cosmetic-dermatology/lasers,354,Y,N,3,Y,FAIL,Generic/non-unique content; Too many template phrases (3); Multiple conclusion headings
ultherapy-focused-ultrasound-skin-lifting.html,cosmetic-dermatology/lasers,824,Y,N,0,N,FAIL,Generic/non-unique content
ultherapy-focused-ultrasound.html,cosmetic-dermatology/lasers,315,Y,N,2,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
vbeam-pulsed-dye-laser-redness-and-rosacea-treatment.html,cosmetic-dermatology/lasers,875,Y,N,0,N,FAIL,Generic/non-unique content
vbeam-pulsed-dye-laser.html,cosmetic-dermatology/lasers,310,Y,N,2,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
vivace-rf-microneedling-combined-treatment-approach.html,cosmetic-dermatology/lasers,856,Y,N,0,N,FAIL,Generic/non-unique content
vivace-rf-microneedling.html,cosmetic-dermatology/lasers,363,Y,N,2,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
what-to-expect-laser-treatment.html,cosmetic-dermatology/lasers,725,Y,N,1,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
anti-aging-20s.html,cosmetic-dermatology/rejuvenation,209,Y,N,1,Y,FAIL,Too short (< 300 words)
anti-aging-30s.html,cosmetic-dermatology/rejuvenation,206,Y,N,1,Y,FAIL,Too short (< 300 words)
anti-aging-40s.html,cosmetic-dermatology/rejuvenation,207,Y,N,2,Y,FAIL,Too short (< 300 words)
anti-aging-50s-beyond.html,cosmetic-dermatology/rejuvenation,222,Y,N,0,Y,FAIL,Too short (< 300 words)
anti-aging-in-your-20s-prevention-strategies.html,cosmetic-dermatology/rejuvenation,866,Y,N,0,N,FAIL,Generic/non-unique content
anti-aging-in-your-40s-treatment-intensification.html,cosmetic-dermatology/rejuvenation,873,Y,N,0,N,FAIL,Generic/non-unique content
anti-aging-in-your-50s-menopause-and-skin-changes.html,cosmetic-dermatology/rejuvenation,868,Y,N,0,N,FAIL,Generic/non-unique content
anti-aging-in-your-60s-plus-mature-skin-care.html,cosmetic-dermatology/rejuvenation,887,Y,N,0,N,FAIL,Generic/non-unique content
at-home-microneedling-safety-and-effectiveness.html,cosmetic-dermatology/rejuvenation,833,Y,N,0,N,FAIL,Generic/non-unique content
bha-peel-salicylic-acid-for-oily-acne-prone-skin.html,cosmetic-dermatology/rejuvenation,836,Y,N,0,N,FAIL,Generic/non-unique content
chemical-peels-overview.html,cosmetic-dermatology/rejuvenation,261,Y,N,1,Y,FAIL,Too short (< 300 words)
collagen-stimulation-therapies.html,cosmetic-dermatology/rejuvenation,201,Y,N,0,Y,FAIL,Too short (< 300 words)
combination-anti-aging-treatments.html,cosmetic-dermatology/rejuvenation,190,Y,N,0,Y,FAIL,Too short (< 300 words)
decolletage-rejuvenation-chest-area-treatment.html,cosmetic-dermatology/rejuvenation,841,Y,N,0,N,FAIL,Generic/non-unique content
dermapen-microneedling.html,cosmetic-dermatology/rejuvenation,193,Y,N,0,Y,FAIL,Too short (< 300 words)
diamondglow-dermal-infusion-facial.html,cosmetic-dermatology/rejuvenation,824,Y,N,0,N,FAIL,Generic/non-unique content
earlobe-rejuvenation-restoring-volume-and-shape.html,cosmetic-dermatology/rejuvenation,834,Y,N,0,N,FAIL,Generic/non-unique content
eye-area-rejuvenation-non-surgical-options.html,cosmetic-dermatology/rejuvenation,852,Y,N,0,N,FAIL,Generic/non-unique content
glycolic-acid-peels-superficial-skin-rejuvenation.html,cosmetic-dermatology/rejuvenation,853,Y,N,0,N,FAIL,Generic/non-unique content
glycolic-acid-peels.html,cosmetic-dermatology/rejuvenation,195,Y,N,0,Y,FAIL,Too short (< 300 words)
hand-rejuvenation.html,cosmetic-dermatology/rejuvenation,202,Y,N,0,Y,FAIL,Too short (< 300 words)
hydrafacial-medical-grade-facial-treatment.html,cosmetic-dermatology/rejuvenation,816,Y,N,0,N,FAIL,Generic/non-unique content
hydrafacial.html,cosmetic-dermatology/rejuvenation,188,Y,Y,0,Y,FAIL,Too short (< 300 words)
index.html,cosmetic-dermatology/rejuvenation,1591,Y,N,0,N,FAIL,Generic/non-unique content
jessners-peel-combination-acid-approach.html,cosmetic-dermatology/rejuvenation,833,Y,N,0,N,FAIL,Generic/non-unique content
lactic-acid-peel-gentle-exfoliation-for-sensitive-skin.html,cosmetic-dermatology/rejuvenation,862,Y,N,0,N,FAIL,Generic/non-unique content
lactic-acid-peels.html,cosmetic-dermatology/rejuvenation,201,Y,N,1,Y,FAIL,Too short (< 300 words)
laser-plus-filler-synergistic-treatment-approach.html,cosmetic-dermatology/rejuvenation,858,Y,N,0,N,FAIL,Generic/non-unique content
led-light-therapy-red-blue-and-near-infrared.html,cosmetic-dermatology/rejuvenation,860,Y,N,0,N,FAIL,Generic/non-unique content
liquid-facelift-combining-injectables-for-full-rejuvenation.html,cosmetic-dermatology/rejuvenation,845,Y,N,0,N,FAIL,Generic/non-unique content
microdermabrasion.html,cosmetic-dermatology/rejuvenation,191,Y,Y,0,Y,FAIL,Too short (< 300 words)
microneedling-collagen-induction-therapy-explained.html,cosmetic-dermatology/rejuvenation,820,Y,N,0,N,FAIL,Generic/non-unique content
microneedling-for-acne-scars-scar-revision-results.html,cosmetic-dermatology/rejuvenation,867,Y,N,0,N,FAIL,Generic/non-unique content
microneedling-for-stretch-marks-body-treatment-guide.html,cosmetic-dermatology/rejuvenation,870,Y,N,0,N,FAIL,Generic/non-unique content
microneedling-overview.html,cosmetic-dermatology/rejuvenation,189,Y,N,1,Y,FAIL,Too short (< 300 words)
microneedling-prp-vampire-facial.html,cosmetic-dermatology/rejuvenation,201,Y,N,2,Y,FAIL,Too short (< 300 words)
microneedling-with-prp-the-vampire-facial.html,cosmetic-dermatology/rejuvenation,850,Y,N,0,N,FAIL,Generic/non-unique content
mint-thread-lift-molded-interlocking-threads.html,cosmetic-dermatology/rejuvenation,850,Y,N,0,N,FAIL,Generic/non-unique content
neck-rejuvenation-treating-the-forgotten-area.html,cosmetic-dermatology/rejuvenation,837,Y,N,0,N,FAIL,Generic/non-unique content
neck-rejuvenation-treatments.html,cosmetic-dermatology/rejuvenation,198,Y,N,1,Y,FAIL,Too short (< 300 words)
non-surgical-facelift-options.html,cosmetic-dermatology/rejuvenation,194,Y,N,0,Y,FAIL,Too short (< 300 words)
oxygen-facial-celebrity-favorite-skin-treatment.html,cosmetic-dermatology/rejuvenation,833,Y,N,0,N,FAIL,Generic/non-unique content
oxygen-facials.html,cosmetic-dermatology/rejuvenation,201,Y,N,0,Y,FAIL,Too short (< 300 words)
oxygeneo-facial-three-in-one-skin-treatment.html,cosmetic-dermatology/rejuvenation,833,Y,N,0,N,FAIL,Generic/non-unique content
pdo-thread-lift-non-surgical-facelift-alternative.html,cosmetic-dermatology/rejuvenation,858,Y,N,0,N,FAIL,Generic/non-unique content
pdo-thread-lifts.html,cosmetic-dermatology/rejuvenation,199,Y,N,1,Y,FAIL,Too short (< 300 words)
phenol-peel-deep-chemical-resurfacing.html,cosmetic-dermatology/rejuvenation,833,Y,N,0,N,FAIL,Generic/non-unique content
phenol-peel-deep.html,cosmetic-dermatology/rejuvenation,205,Y,N,2,Y,FAIL,Too short (< 300 words)
plla-thread-lifts.html,cosmetic-dermatology/rejuvenation,206,Y,N,1,Y,FAIL,Too short (< 300 words)
prejuvenation-starting-anti-aging-early.html,cosmetic-dermatology/rejuvenation,816,Y,N,0,N,FAIL,Generic/non-unique content
prp-skin-rejuvenation.html,cosmetic-dermatology/rejuvenation,205,Y,N,0,Y,FAIL,Too short (< 300 words)
salicylic-acid-peels.html,cosmetic-dermatology/rejuvenation,203,Y,N,1,Y,FAIL,Too short (< 300 words)
silhouette-instalift-dissolvable-suture-face-lift.html,cosmetic-dermatology/rejuvenation,837,Y,N,0,N,FAIL,Generic/non-unique content
skin-tightening-comparison.html,cosmetic-dermatology/rejuvenation,214,Y,N,1,Y,FAIL,Too short (< 300 words)
skin-tightening-options-comparing-all-technologies.html,cosmetic-dermatology/rejuvenation,853,Y,N,0,N,FAIL,Generic/non-unique content
skinpen-microneedling.html,cosmetic-dermatology/rejuvenation,190,Y,N,0,Y,FAIL,Too short (< 300 words)
tca-peel-medium-depth-chemical-treatment.html,cosmetic-dermatology/rejuvenation,841,Y,N,0,N,FAIL,Generic/non-unique content
tca-peel-medium-depth.html,cosmetic-dermatology/rejuvenation,194,Y,N,1,Y,FAIL,Too short (< 300 words)
the-zoom-boom-video-call-inspired-facial-treatments.html,cosmetic-dermatology/rejuvenation,854,Y,N,0,N,FAIL,Generic/non-unique content
thread-lift-recovery-what-to-expect-after-treatment.html,cosmetic-dermatology/rejuvenation,862,Y,N,0,N,FAIL,Generic/non-unique content
thread-lift-vs-fillers-which-is-right-for-you.html,cosmetic-dermatology/rejuvenation,872,Y,N,0,N,FAIL,Generic/non-unique content
thread-lifts-overview.html,cosmetic-dermatology/rejuvenation,204,Y,N,1,Y,FAIL,Too short (< 300 words)
acoustic-wave-therapy-for-cellulite.html,cosmetic-dermatology/body-contouring,882,Y,N,0,N,FAIL,Generic/non-unique content
aveli-cellulite-treatment.html,cosmetic-dermatology/body-contouring,449,Y,N,2,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
body-acne-back-chest-and-shoulder-breakouts.html,cosmetic-dermatology/body-contouring,846,Y,N,0,N,FAIL,Generic/non-unique content
body-skin-tightening-options.html,cosmetic-dermatology/body-contouring,310,Y,N,1,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
botox-for-hyperhidrosis-excessive-sweating-treatment.html,cosmetic-dermatology/body-contouring,851,Y,N,0,N,FAIL,Generic/non-unique content
botox-hyperhidrosis-detailed.html,cosmetic-dermatology/body-contouring,534,Y,N,4,Y,FAIL,Generic/non-unique content; Too many template phrases (4); Multiple conclusion headings
cellfina-long-lasting-cellulite-treatment.html,cosmetic-dermatology/body-contouring,820,Y,N,0,N,FAIL,Generic/non-unique content
cellfina-subcision-cellulite.html,cosmetic-dermatology/body-contouring,429,Y,N,3,Y,FAIL,Generic/non-unique content; Too many template phrases (3); Multiple conclusion headings
cellulite-treatments-comparison.html,cosmetic-dermatology/body-contouring,347,Y,N,2,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
cherry-angiomas-red-mole-removal.html,cosmetic-dermatology/body-contouring,837,Y,N,0,N,FAIL,Generic/non-unique content
coolsculpting-cryolipolysis-fat-freezing-guide.html,cosmetic-dermatology/body-contouring,818,Y,N,0,N,FAIL,Generic/non-unique content
coolsculpting-cryolipolysis-guide.html,cosmetic-dermatology/body-contouring,333,Y,N,2,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
crepey-skin-causes-and-treatment-options.html,cosmetic-dermatology/body-contouring,844,Y,N,0,N,FAIL,Generic/non-unique content
emsculpt-muscle-building-fat-reduction.html,cosmetic-dermatology/body-contouring,283,Y,N,2,Y,FAIL,Too short (< 300 words)
emsculpt-neo-combined-fat-burning-and-muscle-building.html,cosmetic-dermatology/body-contouring,848,Y,N,0,N,FAIL,Generic/non-unique content
emsculpt-neo-radiofrequency-treatment.html,cosmetic-dermatology/body-contouring,349,Y,N,1,Y,FAIL,Generic/non-unique content; Multiple conclusion headings
endermologie-mechanical-cellulite-massage.html,cosmetic-dermatology/body-contouring,825,Y,N,0,N,FAIL,Generic/non-unique content
index.html,cosmetic-dermatology/body-contouring,1114,Y,N,0,N,FAIL,Generic/non-unique content
injection-lipolysis-kybella-body.html,cosmetic-dermatology/body-contouring,435,Y,N,4,Y,FAIL,Generic/non-unique content; Too many template phrases (4); Multiple conclusion headings
